,Species,Owner,Country.of.Origin,Farm.Name,Lot.Number,Mill,ICO.Number,Company,Altitude,Region,Producer,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration,Certification.Body,Certification.Address,Certification.Contact,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
1244,Arabica,santa laura exportadora de cafe s.l.e.c. s.a.,Costa Rica,several,,several,5-545-0007,santa laura exportadora de cafe s.l.e.c. s.a.,1200 msm,occidental,Beneficio la Eva S.A.,250,1 kg,Specialty Coffee Association of Costa Rica,2014,"February 3rd, 2015",Santa Laura Exportadora de Cafe S.L.E.C. S.A.,Caturra,Washed / Wet,7.5,7.25,7.42,7,7.08,6.83,8.67,9.33,10,6.83,77.92,0.12,2,0,Green,4,"February 3rd, 2016",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1200,1200,1200
1247,Arabica,"bencafe, s. a.",Nicaragua,el brigadum - la coronela,017/105/16039,dry mill,16039,"beneficiadora norteña de cafe, s. a. (bencafe)",1000,jinotega,MARCIO ALBERTO RIVERA CASTELLON,275,69 kg,Specialty Coffee Association of Costa Rica,2016,"February 29th, 2016","BENCAFE, S. A.",,,7.42,7,7,7.17,7.08,7,9.33,8.67,10,7.17,77.83,0.1,0,0,Bluish-Green,0,"February 28th, 2017",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1000,1000,1000
1257,Arabica,myriam kaplan-pasternak,Haiti,mixed,,kkkld,,haiti coffee,400-1250m,"dondon, haiti",Mixed,1,4 lbs,Specialty Coffee Association,2013,"May 5th, 2014",Myriam Kaplan-Pasternak,Typica,Washed / Wet,6.83,6.83,6.83,6.75,6.92,6.92,9.33,10,10,6.83,77.25,0.1,0,0,,1,"May 5th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,400,1250,825
1272,Arabica,cafes finos de exportacion s de r.l.,Honduras,various,,cafes finos de exportacion s. de r.l.,13-117-87,cafes finos de exportacion s de r.l.,1350,intibuca,Cooperativa Coaquil,275,2 kg,Instituto Hondureño del Café,2014,"May 15th, 2014",CAFES FINOS DE EXPORTACION S DE R.L.,Pacas,Natural / Dry,6.83,6.83,6.67,6.83,7,6.83,9.33,8.67,10,7,76,0.11,0,0,Green,7,"May 15th, 2015",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1350,1350,1350
1294,Arabica,cafes finos de exportacion s de r.l.,Honduras,various,,cafes finos de exportacion s. de r.l.,13-117-88,cafes finos de exportacion s de r.l.,1350,intibuca,Cooperativa Coaquil,275,2 kg,Instituto Hondureño del Café,2014,"April 26th, 2014",CAFES FINOS DE EXPORTACION S DE R.L.,Pacas,Washed / Wet,7,7.17,6.83,7.17,7,7.17,8,8,8,7.08,73.42,0.11,1,0,Green,16,"April 26th, 2015",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1350,1350,1350
1296,Arabica,honor dela fuente,Colombia,,,,3,costco wholesale industries,,,,1,5 lbs,Specialty Coffee Association,2013,"March 3rd, 2014",Honor dela Fuente,,Natural / Dry,8,7.33,7.75,7.33,7.42,7.67,6.67,6.67,6.67,7.33,72.83,0,0,0,Bluish-Green,15,"March 3rd, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,NA,NA,NA
1298,Arabica,myriam kaplan-pasternak,Haiti,2000 farmers,,cooperative agro-industrielle de marmela,,,640m-1400m,marmelade,Asosyasyon Plantè Kafe Krètapen (APCAP) ;Asosyasyon plantè Kafe Basen (APKBA);Asosyasyon Plantè Kafe,85,130 lbs,Specialty Coffee Association,2010,"August 23rd, 2011",Myriam Kaplan-Pasternak,,,6.92,6.75,7.08,7.17,7.33,6.67,10,5.33,8.67,6.42,72.33,0.08,1,0,,0,"August 22nd, 2012",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,640,1400,1020
1299,Arabica,santa laura exportadora de cafe s.l.e.c. s.a.,Costa Rica,several,,several,5-545-0015,santa laura exportadora de cafe s.l.e.c. s.a.,1200 msm,occidental,Beneficio la Eva S.A.,250,1 kg,Specialty Coffee Association of Costa Rica,2014,"February 3rd, 2015",Santa Laura Exportadora de Cafe S.L.E.C. S.A.,Caturra,Washed / Wet,6.33,6.5,6.33,6.83,6.33,6.5,10,6.67,10,6.25,71.75,0.11,0,0,Green,7,"February 3rd, 2016",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1200,1200,1200
1304,Arabica,cadexsa,Honduras,cerro bueno,,cadexsa,13-63-174,cadexsa,1450 msnm,marcala,Omar Acosta,275,1 kg,Instituto Hondureño del Café,2014,"May 15th, 2014",CADEXSA,Catuai,Washed / Wet,6.67,6.5,6.17,6.67,6.83,6.17,8,8,8,6.33,69.33,0.1,0,0,Green,4,"May 15th, 2015",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1450,1450,1450
1305,Arabica,cadexsa,Honduras,cerro bueno,,cadexsa,13-63-174,cadexsa,1450 msnm,marcala,Omar Acosta,275,1 kg,Instituto Hondureño del Café,2014,"May 15th, 2014",CADEXSA,Catuai,Washed / Wet,7,6.17,6.17,6.67,6.5,6.17,8,8,8,6.5,69.17,0.1,0,0,Green,3,"May 15th, 2015",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1450,1450,1450
1306,Arabica,cadexsa,Honduras,cerro bueno,,cadexsa,13-63-174,cadexsa,1450 msnm,marcala,Omar Acosta,275,1 kg,Instituto Hondureño del Café,2014,"May 15th, 2014",CADEXSA,Catuai,Washed / Wet,7,6.33,6.17,6.5,6.67,6.17,8,8,8,6.33,69.17,0.1,0,0,Green,4,"May 15th, 2015",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1450,1450,1450
1308,Arabica,myriam kaplan-pasternak,Haiti,200 farms,,coeb koperativ ekselsyo basen (350 members),,haiti coffee,~350m,"department d'artibonite , haiti",COEB Koperativ Ekselsyo Basen,1,2 kg,Specialty Coffee Association,2012,"May 24th, 2012",Myriam Kaplan-Pasternak,Typica,Natural / Dry,6.75,6.58,6.42,6.67,7.08,6.67,9.33,6,6,6.42,67.92,0.14,8,0,Blue-Green,16,"May 24th, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,350,350,350
1309,Arabica,"exportadora atlantic, s.a.",Nicaragua,finca las marías,017-053-0211/ 017-053-0212,beneficio atlantic condega,017-053-0211/ 017-053-0212,exportadora atlantic s.a,1100,jalapa,Teófilo Narváez,550,69 kg,Instituto Hondureño del Café,2016,"June 6th, 2017","Exportadora Atlantic, S.A.",Caturra,Other,7.25,6.58,6.33,6.25,6.42,6.08,6,6,6,6.17,63.08,0.13,1,0,Green,5,"June 6th, 2018",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1100,1100,1100
1312,Arabica,bismarck castro,Honduras,los hicaques,103,cigrah s.a de c.v.,13-111-053,cigrah s.a de c.v,1400,comayagua,Reinerio Zepeda,275,69 kg,Instituto Hondureño del Café,2017,"April 28th, 2017",Bismarck Castro,Caturra,,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,Green,2,"April 28th, 2018",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1400,1400,1400
56,Arabica,gonzalo hernandez,Panama,la berlina estate,Baby Geisha Washed,beneficio casa ruiz s.a.,,ce specialty s.a.,1600,boquete,Plinio Ruiz,37,60 kg,Specialty Coffee Association of Costa Rica,2017,"October 9th, 2017",Gonzalo Hernandez,Gesha,Washed / Wet,8,8,7.92,8.08,7.83,8,10,10,10,8,85.83,0.08,0,1,Bluish-Green,0,"October 9th, 2018",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1600,1600,1600
66,Arabica,essencecoffee,Panama,elida estate,,elida estate,290503,essence coffee,1680,boquete,Lamastus,100,60 kg,Blossom Valley International,2014,"May 23rd, 2015",EssenceCoffee,Caturra,Natural / Dry,8,7.75,7.83,7.83,7.67,8.58,10,10,10,7.83,85.5,0.09,2,0,,2,"May 22nd, 2016",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,1680,1680,1680
594,Arabica,afca,Malawi,msese,,mzuzu coffee coop union,C21,mzuzu coffee planters coop union,1442 m,mzuzu,Mzuzu Coffee Planters Coop Union,29,60 kg,Africa Fine Coffee Association,2014,"November 4th, 2014",AFCA,Gesha,Washed / Wet,7.75,7.58,7.42,7.5,7.33,7.5,10,10,10,7.67,82.75,0.12,0,0,Bluish-Green,0,"November 4th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1442,1442,1442
606,Arabica,rachel peterson,Panama,hacienda la esmeralda,,hacienda la esmeralda,29,hacienda la esmeralda,1100,boquete,Price Peterson,300,2 kg,Specialty Coffee Association,2012,"February 23rd, 2012",Rachel Peterson,Catuai,Washed / Wet,7.42,7.42,7.5,7.58,7.5,7.75,10,10,10,7.58,82.75,0,0,0,Green,4,"February 22nd, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1100,1100,1100
716,Arabica,afca,Malawi,utchisi mountain,,mzuzu coffee coop union,C22,mzuzu coffee planters coop union,1450 m,mzuzu,Mzuzu Coffee Planters Coop Union,10,60 kg,Africa Fine Coffee Association,2014,"November 4th, 2014",AFCA,Gesha,Washed / Wet,7.33,7.58,7.42,7.58,7.33,7.5,10,10,10,7.58,82.33,0.12,0,0,Green,0,"November 4th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1450,1450,1450
741,Arabica,afca,Malawi,kachere,,mzuzu coffee coop union,C20,mzuzu coffee planters coop union,1180m,mzuzu,Mzuzu Coffee Coop Union,10,60 kg,Africa Fine Coffee Association,2014,"November 4th, 2014",AFCA,Gesha,Washed / Wet,7.58,7.42,7.33,7.42,7.58,7.5,10,10,10,7.42,82.25,0.13,0,0,Blue-Green,0,"November 4th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1180,1180,1180
801,Arabica,afca,Malawi,chikali,,mzuzu coffee coop union,C120,mzuzu coffee planters coop union,2500m,mzuzu,Mzuzu Coffee Coop Union,16,60 kg,Africa Fine Coffee Association,2014,"October 31st, 2014",AFCA,Gesha,Washed / Wet,7.5,7.42,7.33,7.58,7.33,7.5,10,10,10,7.33,82,0.13,0,0,Bluish-Green,1,"October 31st, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,2500,2500,2500
847,Arabica,afca,Malawi,kakoma,,mzuzu coffee coop union,2,mzuzu coffee planters coop union,1556m,kakoma,Mzuzu Coffee Coop Union,24,60 kg,Africa Fine Coffee Association,2014,"October 31st, 2014",AFCA,Gesha,Washed / Wet,7.58,7.42,7.33,7.33,7.33,7.42,10,10,10,7.42,81.83,0.13,0,0,Green,0,"October 31st, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1556,1556,1556
901,Arabica,afca,Malawi,kavuzi,,mzuzu coffee coop union,C13,mzuzu coffee planters coop union,1100m,mzuzu,Mzuzu Coffee Coop Union,10,60 kg,Africa Fine Coffee Association,2014,"October 31st, 2014",AFCA,Gesha,Washed / Wet,7.42,7.42,7.17,7.58,7.33,7.33,10,10,10,7.33,81.58,0.13,0,0,Green,0,"October 31st, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1100,1100,1100
918,Arabica,afca,Malawi,chinongo,,mzuzu coffee coop union,C18,mzuzu coffee planters coop union,1599m,mzuzu,Mzuzu Coffee Coop Union        ,15,60 kg,Africa Fine Coffee Association,2014,"November 4th, 2014",AFCA,Gesha,Washed / Wet,7.67,7.42,6.92,7.5,7.5,7.17,10,10,10,7.33,81.5,0.12,0,0,Green,0,"November 4th, 2015",Africa Fine Coffee Association,78a435a6973d56b40414c7ae75a8b43e443e6e27,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1599,1599,1599
940,Arabica,afca,Malawi,chimpumba,,mzuzu coffee coop union,C15,mzuzu coffee planters coop union,1422,mzuzu,Mzuzu Coffee Coop Union,12,60 kg,Africa Fine Coffee Association,2014,"November 4th, 2014",AFCA,Gesha,Washed / Wet,7.58,7.17,7.33,7.42,7.08,7.42,10,10,10,7.42,81.42,0.12,0,0,Bluish-Green,0,"November 4th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1422,1422,1422
958,Arabica,afca,Malawi,usingini farm,,mzuzu coffee coop union,C19,mzuzu coffee planters coop union,1200m,mzuzu,Mzuzu Coffee Coop Union,31,60 kg,Africa Fine Coffee Association,2014,"November 4th, 2014",AFCA,Gesha,Washed / Wet,7.75,7.33,7.08,7.33,7.33,7.25,10,10,10,7.25,81.33,0.13,0,0,Green,1,"November 4th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1200,1200,1200
980,Arabica,afca,Malawi,makoka valley estate,,r.w.j. wallace ltd,C16,r.w.j wallace ltd,990-1000m,southern- zomba,R.W.J. Wallace Ltd,300,60 kg,Africa Fine Coffee Association,2014,"November 4th, 2014",AFCA,Caturra,Washed / Wet,7.58,7.25,7.33,7.08,7.33,7.33,10,10,10,7.25,81.17,0.12,0,0,Green,12,"November 4th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,990,1000,995
1043,Arabica,essencecoffee,Panama,elida estate,,elida estate,290503,essence coffee,1680m,boquete,Lamastus,100,60 kg,Blossom Valley International,2014,"May 23rd, 2015",EssenceCoffee,Caturra,Other,7.25,7.33,7.17,7.33,7.33,7.17,10,10,10,7.17,80.75,0.11,1,0,Green,4,"May 22nd, 2016",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,1680,1680,1680
1054,Arabica,afca,Malawi,makoka valley estate,,r.w.j. wallace ltd,C17,r.w.j wallace ltd,990-1000m,southern- zomba,R.W.J. Wallace Ltd,100,60 kg,Africa Fine Coffee Association,2014,"November 4th, 2014",AFCA,Caturra,Washed / Wet,7.5,7.25,7.17,7.17,7.25,7.17,10,10,10,7.17,80.67,0.12,0,0,Bluish-Green,1,"November 4th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,990,1000,995
